merchant_id,business_category,business_age_months,qris_volume_monthly,qris_active_days,ecommerce_rating,pln_delay_days,pdam_bill_avg,pdam_late_payments,risk_level
UMKM-01312,fnb,90,"Rp 24,729,273",28,3.4,,180640.0,2.0,0
UMKM-01313,Jasa,-3,"Rp 10,657,570",0,2.6,5.0,,0.0,1
UMKM-01314,fnb,110,"Rp 22,911,845",17,4.6,0.0,148658.0,0.0,2
UMKM-01315,Retail,41,45044887,40,,2.0,163982.0,3.0,2
UMKM-01316,Jasa,56,2034780,19,4.1,2.0,134162.0,0.0,0
UMKM-01317, F & B ,93,"Rp 41,683,254",40,3.8,2.0,349811.0,1.0,1
UMKM-01318,fnb,110,"Rp 33,597,747",33,1.5,0.0,363776.0,2.0,0
UMKM-01319,nan,8,"Rp 28,733,052",27,1.3,0.0,148861.0,1.0,1
UMKM-01320,Jasa,57,35303477,34,,0.0,358250.0,2.0,0
UMKM-01321,F&B,106,"Rp 31,477,458",15,2.7,0.0,119022.0,2.0,1
UMKM-01322,jasa,119,46977520,20,2.8,,394225.0,1.0,1
UMKM-01323, F & B ,55,"Rp 8,736,085",12,,0.0,443035.0,0.0,0
UMKM-01324,fnb,25,34941837,34,3.5,0.0,138164.0,0.0,1
UMKM-01325, F & B ,89,"Rp 7,805,360",41,1.7,0.0,427530.0,3.0,2
UMKM-01326,RETAIL,11,"Rp 33,489,400",31,1.8,30.0,,4.0,2
UMKM-01327,jasa,118,39116218,37,1.0,2.0,381224.0,0.0,1
UMKM-01328,nan,18,"Rp 39,313,101",5,3.8,5.0,397841.0,0.0,0
UMKM-01329,Jasa,110,"Rp 47,479,403",37,2.9,15.0,478189.0,0.0,2
UMKM-01330,Jasa,17,46330272,37,4.8,15.0,68376.0,1.0,1
UMKM-01331,Jasa,76,"Rp 37,655,436",12,3.9,2.0,442086.0,0.0,1
UMKM-01332,jasa,44,"Rp 40,089,125",38,1.4,0.0,100184.0,2.0,0
UMKM-01333,F&B,112,"Rp 37,486,640",12,,0.0,110854.0,3.0,0
UMKM-01334,Retail,72,28075979,11,3.0,2.0,137936.0,4.0,1
UMKM-01335,retail ,108,"Rp 44,651,126",32,4.7,0.0,382599.0,0.0,0
UMKM-01336,Fashion,73,"Rp 21,964,658",27,,2.0,,4.0,1
UMKM-01337,fnb,73,"Rp 21,589,413",2,4.3,0.0,236198.0,2.0,2
UMKM-01338,F&B,64,"Rp 46,843,878",17,2.2,2.0,,0.0,0
UMKM-01339,nan,21,"Rp 26,847,200",25,2.1,0.0,428665.0,0.0,0
UMKM-01340,fnb,9,44658912,39,4.6,0.0,,2.0,0
UMKM-01341,Jasa,44,24210780,1,1.2,5.0,138904.0,4.0,2
UMKM-01342, F & B ,30,"Rp 35,511,172",3,3.6,0.0,203802.0,0.0,0
UMKM-01343,nan,113,"Rp 31,553,797",27,1.2,2.0,68167.0,0.0,0
UMKM-01344,fnb,2,19988062,27,4.2,2.0,497552.0,0.0,1
UMKM-01345,Jasa,73,20086447,24,,,113178.0,4.0,2
UMKM-01346,fnb,-3,"Rp 33,750,125",25,4.6,15.0,329712.0,4.0,2
UMKM-01347, F & B ,56,"Rp 49,677,728",44,,0.0,,0.0,0
UMKM-01348,Jasa,41,44447859,1,1.5,2.0,384513.0,0.0,0
UMKM-01349,Retail,71,48955593,41,3.0,0.0,252432.0,3.0,0
UMKM-01350,F&B,99,"Rp 35,394,700",33,,0.0,109657.0,2.0,0
UMKM-01351,RETAIL,92,"Rp 40,683,458",29,3.4,5.0,50571.0,4.0,1
UMKM-01352,Fashion,82,"Rp 6,770,938",20,3.1,2.0,218140.0,3.0,0
UMKM-01353,jasa,98,"Rp 32,511,091",43,1.6,0.0,70122.0,0.0,0
UMKM-01354,Fashion,90,"Rp 29,896,688",36,,0.0,181655.0,2.0,0
UMKM-01355,nan,55,"Rp 9,441,243",43,4.2,15.0,172011.0,0.0,0
UMKM-01356,Fashion,26,"Rp 13,603,858",22,,0.0,306172.0,2.0,2
UMKM-01357,Jasa,88,30141728,32,2.6,15.0,304259.0,1.0,2
UMKM-01358,Retail,110,"Rp 12,652,065",1,,2.0,242961.0,4.0,2
UMKM-01359,RETAIL,107,"Rp 3,791,671",26,1.8,0.0,303300.0,4.0,1
UMKM-01360,F&B,7,"Rp 36,616,324",21,1.7,0.0,203035.0,0.0,1
UMKM-01361,F&B,-5,"Rp 21,208,759",33,2.3,0.0,152874.0,0.0,0
UMKM-01362, F & B ,28,"Rp 24,740,482",15,,30.0,262348.0,0.0,1
UMKM-01363,jasa,56,"Rp 38,632,572",19,1.4,15.0,340508.0,3.0,1
UMKM-01364,fnb,73,46539259,25,2.0,2.0,121227.0,2.0,1
UMKM-01365,Retail,102,"Rp 29,631,509",15,1.3,0.0,388005.0,4.0,1
UMKM-01366,fnb,72,"Rp 26,262,572",5,2.1,2.0,139950.0,1.0,0
UMKM-01367,RETAIL,115,"Rp 38,463,740",44,1.4,0.0,55126.0,0.0,0
UMKM-01368,Fashion,87,"Rp 30,989,149",43,,2.0,142144.0,0.0,1
UMKM-01369,F&B,92,"Rp 27,124,219",22,2.8,0.0,315906.0,0.0,0
UMKM-01370,RETAIL,76,"Rp 8,466,897",41,,15.0,314930.0,1.0,1
UMKM-01371,Fashion,112,42240159,36,,5.0,,3.0,0
UMKM-01372,F&B,65,1915767,7,3.5,0.0,166363.0,0.0,2
UMKM-01373,Fashion,87,"Rp 43,244,404",5,2.5,15.0,390493.0,3.0,2
UMKM-01374,jasa,113,"Rp 44,270,918",36,1.2,0.0,197489.0,0.0,0
UMKM-01375,Retail,25,"Rp 16,547,488",21,4.7,0.0,66294.0,0.0,0
UMKM-01376,nan,58,"Rp 29,208,068",5,2.6,0.0,118335.0,1.0,0
UMKM-01377,RETAIL,119,34092720,31,3.4,2.0,434328.0,0.0,1
UMKM-01378,RETAIL,19,"Rp 42,768,923",16,4.5,30.0,264847.0,3.0,1
UMKM-01379,retail ,32,28275395,37,,15.0,291248.0,0.0,2
UMKM-01380,Jasa,8,"Rp 21,480,929",16,,2.0,384603.0,0.0,0
UMKM-01381,jasa,2,"Rp 12,881,412",36,4.7,0.0,100209.0,2.0,0
UMKM-01382,jasa,85,"Rp 1,381,856",22,1.7,0.0,,,1
UMKM-01383,fnb,48,46586552,12,,0.0,267493.0,1.0,0
UMKM-01384,Fashion,-4,21542660,31,1.5,30.0,,0.0,2
UMKM-01385,Jasa,75,"Rp 48,849,253",21,2.1,,172285.0,0.0,0
UMKM-01386,Retail,95,"Rp 43,706,401",6,4.2,0.0,154875.0,0.0,0
UMKM-01387,Retail,72,"Rp 28,873,913",21,4.6,5.0,224993.0,0.0,0
UMKM-01388,jasa,83,39133529,20,3.7,2.0,185460.0,3.0,0
UMKM-01389,Retail,50,"Rp 42,167,744",5,1.4,0.0,118163.0,0.0,0
UMKM-01390,retail ,88,"Rp 38,571,331",13,3.1,2.0,299580.0,0.0,1
UMKM-01391,RETAIL,87,"Rp 16,528,998",15,3.3,15.0,57247.0,1.0,1
UMKM-01392, F & B ,78,"Rp 38,509,631",2,2.1,0.0,250251.0,3.0,1
UMKM-01393,nan,79,37823328,8,,30.0,334719.0,0.0,0
UMKM-01394,fnb,55,"Rp 38,807,891",20,2.3,0.0,70146.0,0.0,0
UMKM-01395,Fashion,111,"Rp 25,134,159",29,1.8,0.0,72371.0,0.0,0
UMKM-01396,nan,16,"Rp 48,711,124",29,1.4,0.0,404387.0,0.0,1
UMKM-01397,Fashion,29,"Rp 41,691,372",41,2.5,15.0,157102.0,0.0,2
UMKM-01398,F&B,95,"Rp 30,822,454",41,3.8,0.0,101507.0,1.0,1
UMKM-01399,nan,10,37408567,31,1.9,5.0,76875.0,0.0,1
UMKM-01400, F & B ,44,"Rp 15,959,998",22,4.1,2.0,63792.0,0.0,0
UMKM-01401,jasa,116,"Rp 18,253,593",2,1.5,0.0,491939.0,0.0,0
UMKM-01402,retail ,107,"Rp 1,398,422",0,2.8,15.0,395397.0,4.0,2
UMKM-01403,RETAIL,37,17899153,2,3.8,0.0,398072.0,1.0,0
UMKM-01404,RETAIL,11,"Rp 35,688,061",36,1.5,15.0,396537.0,3.0,2
UMKM-01405,retail ,74,42206558,6,,0.0,121679.0,0.0,1
UMKM-01406,Jasa,52,18155571,2,4.2,2.0,241973.0,2.0,0
UMKM-01407,F&B,113,"Rp 11,279,977",35,3.4,5.0,199542.0,0.0,0
UMKM-01408,Fashion,-4,"Rp 21,770,827",2,3.0,30.0,331878.0,0.0,2
UMKM-01409, F & B ,-2,"Rp 25,592,105",3,4.4,0.0,194175.0,2.0,0
UMKM-01410,Retail,79,"Rp 12,504,456",30,4.9,2.0,97728.0,2.0,1
UMKM-01411,nan,33,"Rp 41,831,618",1,1.7,0.0,140487.0,,1
UMKM-01412,F&B,92,"Rp 43,982,514",13,3.8,0.0,,2.0,0
UMKM-01413,nan,88,"Rp 11,347,737",36,1.3,0.0,306040.0,0.0,0
UMKM-01414, F & B ,0,25950408,30,,0.0,231917.0,0.0,1
UMKM-01415,fnb,75,"Rp 7,609,001",1,,15.0,,0.0,2
UMKM-01416,fnb,97,"Rp 26,715,215",30,4.9,5.0,225587.0,0.0,0
UMKM-01417,F&B,83,"Rp 43,370,519",42,3.2,0.0,95240.0,2.0,0
UMKM-01418,jasa,63,"Rp 40,579,377",21,2.1,15.0,271255.0,1.0,2
UMKM-01419, F & B ,63,48655757,9,1.5,0.0,212360.0,4.0,1
UMKM-01420, F & B ,14,"Rp 35,915,196",29,4.7,2.0,117310.0,1.0,0
UMKM-01421,retail ,58,15213506,32,2.4,30.0,427405.0,1.0,1
UMKM-01422,jasa,10,"Rp 20,948,769",18,,15.0,87432.0,0.0,2
UMKM-01423,Fashion,45,32140320,24,4.4,0.0,251667.0,0.0,0
UMKM-01424,Fashion,99,"Rp 37,148,977",0,,5.0,170050.0,2.0,2
UMKM-01425,Retail,31,"Rp 4,182,999",31,,0.0,299826.0,,0
UMKM-01426,RETAIL,98,"Rp 10,514,440",24,2.7,15.0,416919.0,0.0,2
UMKM-01427,fnb,67,"Rp 25,183,681",40,4.7,2.0,334641.0,2.0,0
UMKM-01428,Fashion,63,"Rp 41,583,878",16,4.6,5.0,340427.0,1.0,1
UMKM-01429,jasa,36,"Rp 29,413,551",13,1.3,0.0,424741.0,4.0,0
UMKM-01430, F & B ,51,"Rp 29,019,326",44,2.1,2.0,222184.0,0.0,0
UMKM-01431,Fashion,60,"Rp 40,345,172",12,,2.0,301134.0,1.0,0
UMKM-01432, F & B ,3,"Rp 43,505,874",37,3.1,2.0,484904.0,0.0,1
UMKM-01433,Fashion,101,34545816,38,4.0,2.0,424183.0,1.0,0
UMKM-01434,fnb,94,"Rp 26,049,902",1,2.2,,125280.0,0.0,2
UMKM-01435,nan,80,35395029,31,4.0,5.0,381343.0,0.0,0
UMKM-01436,Fashion,58,"Rp 1,850,122",31,3.7,0.0,241983.0,1.0,2
UMKM-01437,jasa,80,"Rp 14,029,792",39,3.9,15.0,324607.0,0.0,0
UMKM-01438,Fashion,16,"Rp 35,284,991",5,,0.0,400758.0,2.0,1
UMKM-01439,RETAIL,28,"Rp 24,105,620",24,2.7,2.0,482125.0,2.0,1
UMKM-01440,fnb,49,"Rp 34,460,390",2,2.4,30.0,302046.0,3.0,2
UMKM-01441,jasa,23,36416447,17,3.7,0.0,187232.0,0.0,0
UMKM-01442,retail ,32,"Rp 32,033,811",37,4.2,15.0,422984.0,0.0,0
UMKM-01443,jasa,117,12348964,42,1.8,5.0,77682.0,0.0,0
UMKM-01444,RETAIL,104,"Rp 14,129,224",2,4.4,2.0,439920.0,0.0,0
UMKM-01445,nan,91,48953688,4,1.2,0.0,272183.0,1.0,1
UMKM-01446,fnb,12,"Rp 19,782,680",23,1.0,0.0,155446.0,0.0,0
UMKM-01447,retail ,65,"Rp 27,448,146",33,,,408545.0,0.0,0
UMKM-01448,RETAIL,59,21794857,38,4.9,0.0,,0.0,0
UMKM-01449,RETAIL,91,"Rp 46,439,465",23,3.1,2.0,220148.0,0.0,0
UMKM-01450,F&B,-5,"Rp 36,260,124",35,,0.0,452542.0,4.0,2
UMKM-01451,fnb,82,"Rp 26,102,864",27,5.0,0.0,480726.0,,0
UMKM-01452,jasa,-2,"Rp 18,403,992",33,,5.0,135065.0,1.0,1
UMKM-01453, F & B ,-2,12106789,15,4.4,0.0,74527.0,0.0,2
UMKM-01454,nan,119,19539203,35,,,151019.0,3.0,0
UMKM-01455, F & B ,76,"Rp 7,523,229",6,1.4,2.0,262694.0,3.0,1
UMKM-01456,jasa,21,"Rp 43,925,139",17,3.1,2.0,353457.0,3.0,1
UMKM-01457,jasa,37,"Rp 4,486,082",5,4.1,0.0,71777.0,1.0,0
UMKM-01458,fnb,53,36105074,27,3.6,,112382.0,0.0,0
UMKM-01459,jasa,26,44734865,38,,0.0,485478.0,0.0,0
UMKM-01460,F&B,27,"Rp 12,498,649",33,4.0,2.0,348643.0,3.0,0
UMKM-01461,retail ,22,3494903,40,1.9,0.0,327534.0,3.0,2
UMKM-01462,jasa,100,"Rp 25,566,499",28,3.6,0.0,488797.0,0.0,0
UMKM-01463, F & B ,99,25003294,3,2.6,2.0,309606.0,0.0,1
UMKM-01464,jasa,49,23473124,13,1.3,2.0,107853.0,1.0,0
UMKM-01465,F&B,94,"Rp 17,188,024",4,1.8,0.0,67921.0,2.0,0
UMKM-01466,Fashion,54,"Rp 5,862,944",24,,0.0,484076.0,2.0,0
UMKM-01467,Fashion,64,"Rp 49,642,458",38,4.6,5.0,345089.0,1.0,0
UMKM-01468,RETAIL,56,34919148,7,,0.0,461976.0,0.0,0
UMKM-01469,nan,74,"Rp 48,793,791",14,1.8,0.0,221578.0,0.0,0
UMKM-01470,Retail,28,"Rp 39,807,519",18,,0.0,288368.0,2.0,0
UMKM-01471,retail ,81,"Rp 5,920,791",10,4.8,0.0,499199.0,2.0,0
UMKM-01472,Jasa,108,"Rp 33,391,010",19,,0.0,53243.0,0.0,2
UMKM-01473,RETAIL,100,"Rp 26,130,020",35,,0.0,,0.0,0
UMKM-01474,nan,82,"Rp 18,231,839",17,4.5,2.0,184738.0,1.0,0
UMKM-01475,Fashion,50,"Rp 26,061,958",13,,0.0,263929.0,0.0,0
UMKM-01476, F & B ,107,"Rp 9,015,648",37,1.5,2.0,331555.0,1.0,0
UMKM-01477,Jasa,7,2310646,24,3.0,,396084.0,1.0,1
UMKM-01478,nan,50,"Rp 9,429,948",15,1.1,,241198.0,2.0,1
UMKM-01479,nan,12,"Rp 15,923,019",17,1.6,15.0,335730.0,2.0,2
UMKM-01480,RETAIL,48,"Rp 18,669,959",0,1.9,0.0,392312.0,0.0,1
UMKM-01481,Jasa,71,"Rp 36,569,183",39,3.7,0.0,379654.0,1.0,1
UMKM-01482,fnb,107,"Rp 40,396,920",0,3.0,15.0,108862.0,0.0,2
UMKM-01483,Retail,95,"Rp 35,967,717",0,2.2,0.0,51258.0,2.0,2
UMKM-01484,fnb,37,28691349,20,3.3,0.0,155356.0,2.0,0
UMKM-01485,Jasa,33,"Rp 2,330,657",24,1.5,2.0,331638.0,0.0,0
UMKM-01486,fnb,55,"Rp 34,477,650",26,4.0,0.0,354346.0,0.0,0
UMKM-01487,F&B,36,"Rp 48,459,283",9,3.8,15.0,456744.0,0.0,1
UMKM-01488,Fashion,75,"Rp 33,108,301",11,1.9,5.0,134673.0,1.0,0
UMKM-01489,F&B,73,16434272,27,3.4,5.0,268786.0,0.0,2
UMKM-01490,jasa,12,"Rp 6,000,783",31,3.0,15.0,167363.0,1.0,1
UMKM-01491,fnb,17,36883199,32,1.2,0.0,440983.0,1.0,0
UMKM-01492,jasa,48,"Rp 26,110,847",7,2.1,5.0,392688.0,1.0,1
UMKM-01493, F & B ,109,"Rp 22,596,739",41,5.0,0.0,127400.0,3.0,0
UMKM-01494,retail ,24,"Rp 12,475,418",25,,2.0,181028.0,0.0,0
UMKM-01495, F & B ,116,"Rp 46,789,019",41,3.0,0.0,410867.0,3.0,0
UMKM-01496,Jasa,92,"Rp 49,372,348",40,4.4,5.0,157148.0,0.0,0
UMKM-01497,nan,52,"Rp 17,017,834",1,2.2,,249479.0,0.0,1
UMKM-01498,Fashion,62,"Rp 45,638,031",34,2.0,0.0,110589.0,0.0,0
UMKM-01499,fnb,61,"Rp 24,399,482",33,4.6,0.0,212504.0,1.0,0
UMKM-01500,RETAIL,65,11186163,5,2.2,0.0,458418.0,0.0,0
UMKM-01501,retail ,114,"Rp 16,960,724",30,3.6,0.0,128637.0,1.0,0
UMKM-01502,Retail,12,"Rp 6,805,333",22,4.0,0.0,439232.0,0.0,1
UMKM-01503,Retail,100,6516552,11,,15.0,66238.0,3.0,1
UMKM-01504,Retail,1,"Rp 18,684,488",27,5.0,0.0,323323.0,1.0,0
UMKM-01505,fnb,34,"Rp 47,318,024",14,4.2,0.0,309058.0,1.0,0
UMKM-01506,Retail,64,"Rp 11,884,890",18,3.6,5.0,80793.0,4.0,1
UMKM-01507,F&B,80,"Rp 15,192,912",11,4.6,0.0,58004.0,2.0,0
UMKM-01508,retail ,116,"Rp 21,851,627",1,,0.0,164462.0,0.0,0
UMKM-01509,F&B,59,"Rp 14,979,640",10,4.9,5.0,333260.0,0.0,0
UMKM-01510,nan,62,35090796,43,4.1,5.0,436583.0,1.0,0
UMKM-01511,retail ,104,"Rp 49,096,263",36,1.8,0.0,398191.0,0.0,0
UMKM-01512,F&B,43,"Rp 15,311,631",37,,0.0,,0.0,0
UMKM-01513,retail ,46,"Rp 27,788,986",24,1.3,0.0,,0.0,1
UMKM-01514,nan,108,30429963,42,2.3,0.0,81856.0,2.0,1
UMKM-01515,jasa,101,20397125,20,1.5,0.0,281618.0,0.0,1
UMKM-01516,fnb,23,28899688,41,,2.0,259423.0,0.0,0
UMKM-01517,fnb,15,"Rp 5,139,524",35,2.4,15.0,52488.0,0.0,2
UMKM-01518,Retail,84,"Rp 27,468,794",8,3.9,0.0,395576.0,1.0,0
UMKM-01519, F & B ,72,28582031,11,3.3,2.0,383296.0,1.0,1
UMKM-01520,Retail,3,"Rp 18,768,209",9,,0.0,428475.0,1.0,0
UMKM-01521,Jasa,117,"Rp 36,142,481",4,3.2,2.0,82791.0,0.0,0
UMKM-01522,F&B,41,"Rp 26,114,962",32,3.6,2.0,150641.0,3.0,0
UMKM-01523,retail ,70,"Rp 27,979,772",4,4.5,30.0,298703.0,0.0,2
UMKM-01524, F & B ,36,3042361,15,1.3,0.0,81027.0,1.0,1
UMKM-01525,nan,45,"Rp 34,072,822",36,2.2,0.0,193663.0,4.0,1
UMKM-01526,Jasa,50,18887186,36,3.8,2.0,54726.0,4.0,1
UMKM-01527,nan,45,"Rp 21,647,249",28,1.1,0.0,286470.0,1.0,0
UMKM-01528,fnb,64,"Rp 23,659,761",17,1.8,0.0,316277.0,4.0,1
UMKM-01529,fnb,14,"Rp 10,034,612",28,1.9,0.0,236753.0,1.0,1
UMKM-01530,Retail,82,"Rp 1,187,486",5,,2.0,378424.0,0.0,0
UMKM-01531,F&B,21,"Rp 36,183,214",17,2.1,0.0,375188.0,0.0,1
UMKM-01532, F & B ,32,"Rp 33,990,353",31,3.4,,398241.0,1.0,0
UMKM-01533,Fashion,66,"Rp 17,708,838",41,4.9,0.0,210885.0,1.0,0
UMKM-01534,Jasa,59,2733391,30,4.2,0.0,140105.0,0.0,0
UMKM-01535,Jasa,48,"Rp 26,532,414",10,2.3,2.0,187012.0,3.0,1
UMKM-01536,Retail,107,"Rp 26,260,526",25,2.9,0.0,279425.0,0.0,0
UMKM-01537,fnb,107,"Rp 36,757,093",27,1.8,0.0,73196.0,0.0,0
UMKM-01538,Retail,18,"Rp 39,104,488",26,1.1,0.0,318361.0,0.0,1
UMKM-01539,retail ,41,"Rp 35,717,318",18,2.2,0.0,69433.0,4.0,2
UMKM-01540, F & B ,65,"Rp 38,629,773",44,2.5,5.0,323078.0,2.0,1
UMKM-01541,F&B,77,"Rp 3,929,386",26,3.3,0.0,104377.0,1.0,0
UMKM-01542,jasa,80,"Rp 30,919,038",19,4.8,,338342.0,2.0,0
UMKM-01543,RETAIL,57,49494936,2,4.8,5.0,94357.0,2.0,1
UMKM-01544,RETAIL,51,"Rp 29,183,077",15,1.3,0.0,97787.0,4.0,1
UMKM-01545,Retail,49,"Rp 18,735,317",38,3.5,0.0,469579.0,0.0,0
UMKM-01546,retail ,54,"Rp 47,833,658",43,1.2,0.0,228531.0,1.0,1
UMKM-01547, F & B ,93,"Rp 34,623,951",28,3.6,0.0,205091.0,0.0,0
UMKM-01548,Fashion,56,"Rp 47,848,819",14,1.5,2.0,498143.0,4.0,2
UMKM-01549,RETAIL,24,"Rp 35,515,087",29,4.8,0.0,397419.0,,0
UMKM-01550, F & B ,87,"Rp 16,985,227",39,,,468805.0,2.0,0
UMKM-01551,F&B,16,44139728,0,1.1,0.0,91113.0,0.0,1
UMKM-01552,nan,69,"Rp 19,919,140",28,4.1,0.0,454309.0,0.0,0
UMKM-01553,retail ,78,"Rp 11,608,191",29,3.5,0.0,252869.0,0.0,0
UMKM-01554,fnb,23,37534106,39,3.0,0.0,298074.0,0.0,1
UMKM-01555, F & B ,109,"Rp 3,292,056",31,3.4,15.0,491156.0,1.0,2
UMKM-01556,F&B,35,"Rp 9,547,596",9,3.7,2.0,175182.0,0.0,0
UMKM-01557,Fashion,36,"Rp 8,122,759",26,4.5,0.0,335936.0,,0
UMKM-01558,jasa,92,20389111,7,4.1,30.0,267258.0,0.0,1
UMKM-01559,fnb,59,15444292,35,3.3,15.0,419256.0,3.0,2
UMKM-01560,jasa,25,"Rp 5,233,384",41,,5.0,233273.0,2.0,0
UMKM-01561,Fashion,24,47243586,34,4.9,15.0,464243.0,0.0,1
UMKM-01562,F&B,106,"Rp 14,412,066",35,2.2,2.0,264917.0,0.0,0
UMKM-01563,RETAIL,12,16194144,35,,2.0,122381.0,,0
UMKM-01564,jasa,113,"Rp 40,406,805",24,3.9,0.0,450026.0,2.0,0
UMKM-01565,fnb,116,43870321,19,4.9,0.0,196300.0,0.0,0
UMKM-01566,Retail,11,22227912,44,1.5,2.0,347369.0,0.0,1
UMKM-01567,Jasa,32,"Rp 13,603,880",16,,30.0,76187.0,1.0,1
UMKM-01568, F & B ,8,46323185,22,1.2,2.0,447457.0,0.0,1
UMKM-01569,RETAIL,81,"Rp 15,167,068",24,4.1,,200565.0,0.0,0
UMKM-01570,jasa,83,"Rp 3,873,382",30,4.8,0.0,60729.0,2.0,0
UMKM-01571,nan,73,"Rp 19,167,395",5,,2.0,324693.0,1.0,2
UMKM-01572, F & B ,104,"Rp 42,667,756",34,,2.0,350157.0,0.0,0
UMKM-01573,Retail,50,41682512,3,,2.0,336491.0,4.0,1
UMKM-01574,Fashion,16,49827949,39,1.5,2.0,218280.0,1.0,1
UMKM-01575,Jasa,61,"Rp 42,868,484",19,4.6,0.0,376916.0,3.0,0
UMKM-01576,F&B,50,"Rp 48,679,117",40,2.6,0.0,352522.0,0.0,0
UMKM-01577,Retail,113,"Rp 34,422,146",0,3.2,,51998.0,0.0,0
UMKM-01578,Retail,13,"Rp 1,746,470",44,,0.0,493499.0,0.0,0
UMKM-01579,Fashion,51,"Rp 47,290,673",25,,0.0,215832.0,0.0,0
UMKM-01580,retail ,38,17094140,33,4.8,0.0,424316.0,4.0,1
UMKM-01581,Fashion,92,"Rp 41,622,998",9,4.8,0.0,303807.0,4.0,0
UMKM-01582,retail ,29,"Rp 44,515,802",22,4.3,5.0,164100.0,2.0,0
UMKM-01583,retail ,108,"Rp 36,472,949",23,1.8,5.0,468305.0,1.0,0
UMKM-01584,RETAIL,119,"Rp 15,378,121",12,2.3,,284416.0,2.0,0
UMKM-01585,RETAIL,-5,"Rp 25,049,484",28,3.0,0.0,427544.0,1.0,1
UMKM-01586,fnb,46,20607311,26,4.6,2.0,77737.0,0.0,0
UMKM-01587,jasa,79,"Rp 4,429,985",30,3.1,30.0,246822.0,1.0,2
UMKM-01588,jasa,87,"Rp 42,958,628",42,4.9,,88514.0,1.0,0
UMKM-01589,F&B,64,"Rp 37,368,700",9,4.9,,243854.0,0.0,2
UMKM-01590,jasa,31,26623125,30,3.4,5.0,239019.0,0.0,0
UMKM-01591,RETAIL,59,8058175,38,4.5,0.0,499349.0,0.0,0
UMKM-01592,fnb,45,"Rp 46,153,141",9,,0.0,479753.0,1.0,0
UMKM-01593,fnb,-5,"Rp 31,448,840",23,,15.0,173549.0,0.0,2
UMKM-01594,retail ,85,"Rp 42,787,255",32,3.6,15.0,100232.0,2.0,2
UMKM-01595,Fashion,15,"Rp 20,016,881",13,4.4,5.0,144766.0,0.0,2
UMKM-01596,F&B,47,"Rp 30,326,068",34,1.3,0.0,256225.0,0.0,0
UMKM-01597,retail ,10,"Rp 47,152,021",44,3.5,2.0,322605.0,2.0,1
UMKM-01598,Fashion,102,"Rp 30,125,802",33,1.9,0.0,132394.0,1.0,0
UMKM-01599,jasa,117,"Rp 11,347,578",16,1.5,0.0,321467.0,0.0,0
UMKM-01600,retail ,55,48515328,20,4.6,0.0,296622.0,3.0,0
UMKM-01601, F & B ,48,15228944,31,,,255611.0,0.0,0
UMKM-01602,jasa,34,"Rp 11,104,587",2,,0.0,490499.0,3.0,1
UMKM-01603,Fashion,20,"Rp 4,423,604",14,2.5,2.0,349184.0,1.0,2
UMKM-01604,F&B,74,11897502,7,4.9,0.0,189750.0,0.0,0
UMKM-01605,Fashion,86,36398780,31,4.4,2.0,195821.0,1.0,0
UMKM-01606,retail ,59,"Rp 1,759,848",37,1.1,2.0,304643.0,0.0,1
UMKM-01607,retail ,94,8100282,25,4.9,,397172.0,0.0,0
UMKM-01608,Retail,68,"Rp 27,575,101",29,2.5,0.0,404878.0,0.0,0
UMKM-01609,F&B,58,"Rp 31,543,878",8,3.8,0.0,263259.0,0.0,0
UMKM-01610,nan,37,32952342,31,3.9,5.0,403040.0,2.0,0
UMKM-01611,jasa,11,"Rp 10,181,252",10,4.6,0.0,135793.0,2.0,0
UMKM-01612,fnb,115,2539152,21,,0.0,388843.0,3.0,0
UMKM-01613,F&B,53,"Rp 18,601,053",33,2.1,2.0,154835.0,0.0,0
UMKM-01614,fnb,17,1841618,40,3.6,2.0,134321.0,1.0,0
UMKM-01615,F&B,1,10350351,17,2.6,0.0,,0.0,0
UMKM-01616,F&B,38,34272020,18,3.1,0.0,208989.0,1.0,0
UMKM-01617,Fashion,47,23768449,17,3.2,15.0,241487.0,3.0,2
UMKM-01618,F&B,65,33891145,36,2.6,2.0,167004.0,0.0,1
UMKM-01619,Retail,102,"Rp 39,283,556",17,2.9,0.0,172297.0,,1
UMKM-01620,nan,73,"Rp 18,812,556",11,1.8,0.0,295040.0,2.0,2
UMKM-01621,retail ,28,"Rp 12,750,687",3,3.4,2.0,276549.0,2.0,2
UMKM-01622,Jasa,40,"Rp 42,920,558",42,4.0,0.0,329729.0,1.0,1
UMKM-01623,fnb,103,"Rp 34,657,453",26,2.7,15.0,268178.0,2.0,2
UMKM-01624,retail ,62,"Rp 24,858,375",4,,2.0,197732.0,,2
UMKM-01625,Jasa,72,"Rp 9,388,817",5,1.2,0.0,301087.0,2.0,1
UMKM-01626,nan,72,"Rp 9,610,679",12,3.4,,,0.0,1
UMKM-01627,nan,10,"Rp 31,518,624",22,3.3,0.0,407925.0,1.0,0
UMKM-01628,fnb,65,"Rp 45,401,924",41,1.1,0.0,427462.0,0.0,0
UMKM-01629,fnb,90,"Rp 48,516,748",24,1.9,2.0,167273.0,4.0,1
UMKM-01630,nan,13,"Rp 6,473,024",3,4.6,2.0,499029.0,3.0,1
UMKM-01631,Jasa,-4,"Rp 29,173,270",31,3.2,0.0,237665.0,1.0,0
