merchant_id,business_age_months,qris_volume_monthly,qris_active_days,ecommerce_rating,pln_delay_days,pdam_bill_avg,pdam_late_payments,risk_level,pln_delay_days_isna,ecommerce_rating_isna,pdam_bill_avg_isna,pdam_late_payments_isna,business_category_fnb,business_category_jasa,business_category_nan,business_category_retail,qris_active_ratio,pln_delay_ratio,volume_to_age_ratio,chronic_pln_delay,has_both_utilities
UMKM-01403,37,17899153,2,3.8,0.0,398072.0,1.0,0,0,0,0,0,0,0,0,1,0.06666666666666667,0.0,471030.34210526315,0,1
UMKM-01405,74,42206558,6,3.0,0.0,121679.0,0.0,1,0,1,0,0,0,0,0,1,0.2,0.0,562754.1066666667,0,1
UMKM-01406,52,18155571,2,4.2,2.0,241973.0,2.0,0,0,0,0,0,0,1,0,0,0.06666666666666667,0.03773584905660377,342557.9433962264,0,1
UMKM-01410,79,12504456,30,4.9,2.0,97728.0,2.0,1,0,0,0,0,0,0,0,1,1.0,0.025,156305.7,0,1
UMKM-01411,33,41831618,1,1.7,0.0,140487.0,0.0,1,0,0,0,1,0,0,1,0,0.03333333333333333,0.0,1230341.705882353,0,1
UMKM-01412,92,43982514,13,3.8,0.0,0.0,2.0,0,0,0,1,0,1,0,0,0,0.43333333333333335,0.0,472930.2580645161,0,0
UMKM-01414,0,25950408,30,3.0,0.0,231917.0,0.0,1,0,1,0,0,1,0,0,0,1.0,0.0,25950408.0,0,1
UMKM-01415,75,7609001,1,3.0,15.0,0.0,0.0,2,0,1,1,0,1,0,0,0,0.03333333333333333,0.19736842105263158,100118.43421052632,1,0
UMKM-01416,97,26715215,30,4.9,5.0,225587.0,0.0,0,0,0,0,0,1,0,0,0,1.0,0.05102040816326531,272604.2346938776,0,1
UMKM-01418,63,40579377,21,2.1,15.0,271255.0,1.0,2,0,0,0,0,0,1,0,0,0.7,0.234375,634052.765625,1,1
UMKM-01419,63,48655757,9,1.5,0.0,212360.0,4.0,1,0,0,0,0,1,0,0,0,0.3,0.0,760246.203125,0,1
UMKM-01420,14,35915196,29,4.7,2.0,117310.0,1.0,0,0,0,0,0,1,0,0,0,0.9666666666666667,0.13333333333333333,2394346.4,0,1
UMKM-01422,10,20948769,18,3.0,15.0,87432.0,0.0,2,0,1,0,0,0,1,0,0,0.6,1.3636363636363635,1904433.5454545454,1,1
UMKM-01423,45,32140320,24,4.4,0.0,251667.0,0.0,0,0,0,0,0,0,0,0,0,0.8,0.0,698702.6086956522,0,1
UMKM-01424,99,37148977,0,3.0,5.0,170050.0,2.0,2,0,1,0,0,0,0,0,0,0.0,0.05,371489.77,0,1
UMKM-01425,31,4182999,31,3.0,0.0,299826.0,0.0,0,0,1,0,1,0,0,0,1,1.0333333333333334,0.0,130718.71875,0,1
UMKM-01426,98,10514440,24,2.7,15.0,416919.0,0.0,2,0,0,0,0,0,0,0,1,0.8,0.15151515151515152,106206.46464646465,1,1
UMKM-01428,63,41583878,16,4.6,5.0,340427.0,1.0,1,0,0,0,0,0,0,0,0,0.5333333333333333,0.078125,649748.09375,0,1
UMKM-01429,36,29413551,13,1.3,0.0,424741.0,4.0,0,0,0,0,0,0,1,0,0,0.43333333333333335,0.0,794960.8378378379,0,1
UMKM-01431,60,40345172,12,3.0,2.0,301134.0,1.0,0,0,1,0,0,0,0,0,0,0.4,0.03278688524590164,661396.262295082,0,1
UMKM-01434,94,26049902,1,2.2,0.0,125280.0,0.0,2,1,0,0,0,1,0,0,0,0.03333333333333333,0.0,274209.4947368421,0,0
UMKM-01435,80,35395029,31,4.0,5.0,381343.0,0.0,0,0,0,0,0,0,0,1,0,1.0333333333333334,0.06172839506172839,436975.6666666667,0,1
UMKM-01436,58,1850122,31,3.7,0.0,241983.0,1.0,2,0,0,0,0,0,0,0,0,1.0333333333333334,0.0,31358.0,0,1
UMKM-01438,16,35284991,5,3.0,0.0,400758.0,2.0,1,0,1,0,0,0,0,0,0,0.16666666666666666,0.0,2075587.705882353,0,1
UMKM-01439,28,24105620,24,2.7,2.0,482125.0,2.0,1,0,0,0,0,0,0,0,1,0.8,0.06896551724137931,831228.275862069,0,1
UMKM-01440,49,34460390,2,2.4,30.0,302046.0,3.0,2,0,0,0,0,1,0,0,0,0.06666666666666667,0.6,689207.8,1,1
UMKM-01441,23,36416447,17,3.7,0.0,187232.0,0.0,0,0,0,0,0,0,1,0,0,0.5666666666666667,0.0,1517351.9583333333,0,1
UMKM-01444,104,14129224,2,4.4,2.0,439920.0,0.0,0,0,0,0,0,0,0,0,1,0.06666666666666667,0.01904761904761905,134564.0380952381,0,1
UMKM-01445,91,48953688,4,1.2,0.0,272183.0,1.0,1,0,0,0,0,0,0,1,0,0.13333333333333333,0.0,532105.304347826,0,1
UMKM-01446,12,19782680,23,1.0,0.0,155446.0,0.0,0,0,0,0,0,1,0,0,0,0.7666666666666667,0.0,1521744.6153846155,0,1
UMKM-01449,91,46439465,23,3.1,2.0,220148.0,0.0,0,0,0,0,0,0,0,0,1,0.7666666666666667,0.021739130434782608,504776.79347826086,0,1
UMKM-01451,82,26102864,27,5.0,0.0,480726.0,0.0,0,0,0,0,1,1,0,0,0,0.9,0.0,314492.3373493976,0,1
UMKM-01455,76,7523229,6,1.4,2.0,262694.0,3.0,1,0,0,0,0,1,0,0,0,0.2,0.025974025974025976,97704.27272727272,0,1
UMKM-01456,21,43925139,17,3.1,2.0,353457.0,3.0,1,0,0,0,0,0,1,0,0,0.5666666666666667,0.09090909090909091,1996597.2272727273,0,1
UMKM-01457,37,4486082,5,4.1,0.0,71777.0,1.0,0,0,0,0,0,0,1,0,0,0.16666666666666666,0.0,118054.78947368421,0,1
UMKM-01458,53,36105074,27,3.6,0.0,112382.0,0.0,0,1,0,0,0,1,0,0,0,0.9,0.0,668612.4814814815,0,0
UMKM-01462,100,25566499,28,3.6,0.0,488797.0,0.0,0,0,0,0,0,0,1,0,0,0.9333333333333333,0.0,253133.65346534652,0,1
UMKM-01463,99,25003294,3,2.6,2.0,309606.0,0.0,1,0,0,0,0,1,0,0,0,0.1,0.02,250032.94,0,1
UMKM-01464,49,23473124,13,1.3,2.0,107853.0,1.0,0,0,0,0,0,0,1,0,0,0.43333333333333335,0.04,469462.48,0,1
UMKM-01465,94,17188024,4,1.8,0.0,67921.0,2.0,0,0,0,0,0,1,0,0,0,0.13333333333333333,0.0,180926.56842105262,0,1
UMKM-01466,54,5862944,24,3.0,0.0,484076.0,2.0,0,0,1,0,0,0,0,0,0,0.8,0.0,106598.98181818181,0,1
UMKM-01468,56,34919148,7,3.0,0.0,461976.0,0.0,0,0,1,0,0,0,0,0,1,0.23333333333333334,0.0,612616.6315789474,0,1
UMKM-01469,74,48793791,14,1.8,0.0,221578.0,0.0,0,0,0,0,0,0,0,1,0,0.4666666666666667,0.0,650583.88,0,1
UMKM-01470,28,39807519,18,3.0,0.0,288368.0,2.0,0,0,1,0,0,0,0,0,1,0.6,0.0,1372673.0689655172,0,1
UMKM-01471,81,5920791,10,4.8,0.0,499199.0,2.0,0,0,0,0,0,0,0,0,1,0.3333333333333333,0.0,72204.76829268293,0,1
UMKM-01472,108,33391010,19,3.0,0.0,53243.0,0.0,2,0,1,0,0,0,1,0,0,0.6333333333333333,0.0,306339.54128440365,0,1
UMKM-01474,82,18231839,17,4.5,2.0,184738.0,1.0,0,0,0,0,0,0,0,1,0,0.5666666666666667,0.024096385542168676,219660.7108433735,0,1
UMKM-01475,50,26061958,13,3.0,0.0,263929.0,0.0,0,0,1,0,0,0,0,0,0,0.43333333333333335,0.0,511018.7843137255,0,1
UMKM-01477,7,2310646,24,3.0,0.0,396084.0,1.0,1,1,0,0,0,0,1,0,0,0.8,0.0,288830.75,0,0
UMKM-01478,50,9429948,15,1.1,0.0,241198.0,2.0,1,1,0,0,0,0,0,1,0,0.5,0.0,184900.9411764706,0,0
UMKM-01479,12,15923019,17,1.6,15.0,335730.0,2.0,2,0,0,0,0,0,0,1,0,0.5666666666666667,1.1538461538461537,1224847.6153846155,1,1
UMKM-01480,48,18669959,0,1.9,0.0,392312.0,0.0,1,0,0,0,0,0,0,0,1,0.0,0.0,381019.5714285714,0,1
UMKM-01482,107,40396920,0,3.0,15.0,108862.0,0.0,2,0,0,0,0,1,0,0,0,0.0,0.1388888888888889,374045.55555555556,1,1
UMKM-01483,95,35967717,0,2.2,0.0,51258.0,2.0,2,0,0,0,0,0,0,0,1,0.0,0.0,374663.71875,0,1
UMKM-01484,37,28691349,20,3.3,0.0,155356.0,2.0,0,0,0,0,0,1,0,0,0,0.6666666666666666,0.0,755035.5,0,1
UMKM-01485,33,2330657,24,1.5,2.0,331638.0,0.0,0,0,0,0,0,0,1,0,0,0.8,0.058823529411764705,68548.73529411765,0,1
UMKM-01486,55,34477650,26,4.0,0.0,354346.0,0.0,0,0,0,0,0,1,0,0,0,0.8666666666666667,0.0,615672.3214285715,0,1
UMKM-01487,36,48459283,9,3.8,15.0,456744.0,0.0,1,0,0,0,0,1,0,0,0,0.3,0.40540540540540543,1309710.3513513512,1,1
UMKM-01488,75,33108301,11,1.9,5.0,134673.0,1.0,0,0,0,0,0,0,0,0,0,0.36666666666666664,0.06578947368421052,435635.5394736842,0,1
UMKM-01489,73,16434272,27,3.4,5.0,268786.0,0.0,2,0,0,0,0,1,0,0,0,0.9,0.06756756756756757,222084.75675675675,0,1
UMKM-01490,12,6000783,31,3.0,15.0,167363.0,1.0,1,0,0,0,0,0,1,0,0,1.0333333333333334,1.1538461538461537,461598.6923076923,1,1
UMKM-01492,48,26110847,7,2.1,5.0,392688.0,1.0,1,0,0,0,0,0,1,0,0,0.23333333333333334,0.10204081632653061,532874.4285714285,0,1
UMKM-01494,24,12475418,25,3.0,2.0,181028.0,0.0,0,0,1,0,0,0,0,0,1,0.8333333333333334,0.08,499016.72,0,1
UMKM-01497,52,17017834,1,2.2,0.0,249479.0,0.0,1,1,0,0,0,0,0,1,0,0.03333333333333333,0.0,321091.2075471698,0,0
UMKM-01500,65,11186163,5,2.2,0.0,458418.0,0.0,0,0,0,0,0,0,0,0,1,0.16666666666666666,0.0,169487.31818181818,0,1
UMKM-01501,114,16960724,30,3.6,0.0,128637.0,1.0,0,0,0,0,0,0,0,0,1,1.0,0.0,147484.55652173914,0,1
UMKM-01502,12,6805333,22,4.0,0.0,439232.0,0.0,1,0,0,0,0,0,0,0,1,0.7333333333333333,0.0,523487.1538461539,0,1
UMKM-01503,100,6516552,11,3.0,15.0,66238.0,3.0,1,0,1,0,0,0,0,0,1,0.36666666666666664,0.1485148514851485,64520.316831683165,1,1
UMKM-01504,1,18684488,27,5.0,0.0,323323.0,1.0,0,0,0,0,0,0,0,0,1,0.9,0.0,9342244.0,0,1
UMKM-01505,34,47318024,14,4.2,0.0,309058.0,1.0,0,0,0,0,0,1,0,0,0,0.4666666666666667,0.0,1351943.5428571429,0,1
UMKM-01506,64,11884890,18,3.6,5.0,80793.0,4.0,1,0,0,0,0,0,0,0,1,0.6,0.07692307692307693,182844.46153846153,0,1
UMKM-01507,80,15192912,11,4.6,0.0,58004.0,2.0,0,0,0,0,0,1,0,0,0,0.36666666666666664,0.0,187566.8148148148,0,1
UMKM-01508,116,21851627,1,3.0,0.0,164462.0,0.0,0,0,1,0,0,0,0,0,1,0.03333333333333333,0.0,186766.04273504275,0,1
UMKM-01509,59,14979640,10,4.9,5.0,333260.0,0.0,0,0,0,0,0,1,0,0,0,0.3333333333333333,0.08333333333333333,249660.66666666666,0,1
UMKM-01513,46,27788986,24,1.3,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0.8,0.0,591255.0212765958,0,0
UMKM-01515,101,20397125,20,1.5,0.0,281618.0,0.0,1,0,0,0,0,0,1,0,0,0.6666666666666666,0.0,199971.8137254902,0,1
UMKM-01518,84,27468794,8,3.9,0.0,395576.0,1.0,0,0,0,0,0,0,0,0,1,0.26666666666666666,0.0,323162.28235294117,0,1
UMKM-01519,72,28582031,11,3.3,2.0,383296.0,1.0,1,0,0,0,0,1,0,0,0,0.36666666666666664,0.0273972602739726,391534.6712328767,0,1
UMKM-01520,3,18768209,9,3.0,0.0,428475.0,1.0,0,0,1,0,0,0,0,0,1,0.3,0.0,4692052.25,0,1
UMKM-01521,117,36142481,4,3.2,2.0,82791.0,0.0,0,0,0,0,0,0,1,0,0,0.13333333333333333,0.01694915254237288,306292.21186440677,0,1
UMKM-01523,70,27979772,4,4.5,30.0,298703.0,0.0,2,0,0,0,0,0,0,0,1,0.13333333333333333,0.4225352112676056,394081.2957746479,1,1
UMKM-01524,36,3042361,15,1.3,0.0,81027.0,1.0,1,0,0,0,0,1,0,0,0,0.5,0.0,82225.97297297297,0,1
UMKM-01527,45,21647249,28,1.1,0.0,286470.0,1.0,0,0,0,0,0,0,0,1,0,0.9333333333333333,0.0,470592.3695652174,0,1
UMKM-01528,64,23659761,17,1.8,0.0,316277.0,4.0,1,0,0,0,0,1,0,0,0,0.5666666666666667,0.0,363996.3230769231,0,1
UMKM-01529,14,10034612,28,1.9,0.0,236753.0,1.0,1,0,0,0,0,1,0,0,0,0.9333333333333333,0.0,668974.1333333333,0,1
UMKM-01530,82,1187486,5,3.0,2.0,378424.0,0.0,0,0,1,0,0,0,0,0,1,0.16666666666666666,0.024096385542168676,14307.060240963856,0,1
UMKM-01531,21,36183214,17,2.1,0.0,375188.0,0.0,1,0,0,0,0,1,0,0,0,0.5666666666666667,0.0,1644691.5454545454,0,1
UMKM-01532,32,33990353,31,3.4,0.0,398241.0,1.0,0,1,0,0,0,1,0,0,0,1.0333333333333334,0.0,1030010.696969697,0,0
UMKM-01534,59,2733391,30,4.2,0.0,140105.0,0.0,0,0,0,0,0,0,1,0,0,1.0,0.0,45556.51666666667,0,1
UMKM-01535,48,26532414,10,2.3,2.0,187012.0,3.0,1,0,0,0,0,0,1,0,0,0.3333333333333333,0.04081632653061224,541477.8367346938,0,1
UMKM-01536,107,26260526,25,2.9,0.0,279425.0,0.0,0,0,0,0,0,0,0,0,1,0.8333333333333334,0.0,243153.0185185185,0,1
UMKM-01537,107,36757093,27,1.8,0.0,73196.0,0.0,0,0,0,0,0,1,0,0,0,0.9,0.0,340343.4537037037,0,1
UMKM-01538,18,39104488,26,1.1,0.0,318361.0,0.0,1,0,0,0,0,0,0,0,1,0.8666666666666667,0.0,2058130.9473684211,0,1
UMKM-01539,41,35717318,18,2.2,0.0,69433.0,4.0,2,0,0,0,0,0,0,0,1,0.6,0.0,850412.3333333334,0,1
UMKM-01541,77,3929386,26,3.3,0.0,104377.0,1.0,0,0,0,0,0,1,0,0,0,0.8666666666666667,0.0,50376.743589743586,0,1
UMKM-01542,80,30919038,19,4.8,0.0,338342.0,2.0,0,1,0,0,0,0,1,0,0,0.6333333333333333,0.0,381716.51851851854,0,0
UMKM-01543,57,49494936,2,4.8,5.0,94357.0,2.0,1,0,0,0,0,0,0,0,1,0.06666666666666667,0.08620689655172414,853360.9655172414,0,1
UMKM-01544,51,29183077,15,1.3,0.0,97787.0,4.0,1,0,0,0,0,0,0,0,1,0.5,0.0,561213.0192307692,0,1
UMKM-01547,93,34623951,28,3.6,0.0,205091.0,0.0,0,0,0,0,0,1,0,0,0,0.9333333333333333,0.0,368339.90425531915,0,1
UMKM-01548,56,47848819,14,1.5,2.0,498143.0,4.0,2,0,0,0,0,0,0,0,0,0.4666666666666667,0.03508771929824561,839452.9649122807,0,1
UMKM-01549,24,35515087,29,4.8,0.0,397419.0,0.0,0,0,0,0,1,0,0,0,1,0.9666666666666667,0.0,1420603.48,0,1
UMKM-01551,16,44139728,0,1.1,0.0,91113.0,0.0,1,0,0,0,0,1,0,0,0,0.0,0.0,2596454.588235294,0,1
UMKM-01552,69,19919140,28,4.1,0.0,454309.0,0.0,0,0,0,0,0,0,0,1,0,0.9333333333333333,0.0,284559.14285714284,0,1
UMKM-01553,78,11608191,29,3.5,0.0,252869.0,0.0,0,0,0,0,0,0,0,0,1,0.9666666666666667,0.0,146939.1265822785,0,1
UMKM-01555,109,3292056,31,3.4,15.0,491156.0,1.0,2,0,0,0,0,1,0,0,0,1.0333333333333334,0.13636363636363635,29927.78181818182,1,1
UMKM-01556,35,9547596,9,3.7,2.0,175182.0,0.0,0,0,0,0,0,1,0,0,0,0.3,0.05555555555555555,265211.0,0,1
UMKM-01557,36,8122759,26,4.5,0.0,335936.0,0.0,0,0,0,0,1,0,0,0,0,0.8666666666666667,0.0,219534.02702702704,0,1
UMKM-01558,92,20389111,7,4.1,30.0,267258.0,0.0,1,0,0,0,0,0,1,0,0,0.23333333333333334,0.3225806451612903,219237.75268817204,1,1
UMKM-01564,113,40406805,24,3.9,0.0,450026.0,2.0,0,0,0,0,0,0,1,0,0,0.8,0.0,354445.65789473685,0,1
UMKM-01565,116,43870321,19,4.9,0.0,196300.0,0.0,0,0,0,0,0,1,0,0,0,0.6333333333333333,0.0,374960.00854700856,0,1
UMKM-01567,32,13603880,16,3.0,30.0,76187.0,1.0,1,0,1,0,0,0,1,0,0,0.5333333333333333,0.9090909090909091,412238.7878787879,1,1
UMKM-01568,8,46323185,22,1.2,2.0,447457.0,0.0,1,0,0,0,0,1,0,0,0,0.7333333333333333,0.2222222222222222,5147020.555555556,0,1
UMKM-01569,81,15167068,24,4.1,0.0,200565.0,0.0,0,1,0,0,0,0,0,0,1,0.8,0.0,184964.24390243902,0,0
UMKM-01570,83,3873382,30,4.8,0.0,60729.0,2.0,0,0,0,0,0,0,1,0,0,1.0,0.0,46111.69047619047,0,1
UMKM-01571,73,19167395,5,3.0,2.0,324693.0,1.0,2,0,1,0,0,0,0,1,0,0.16666666666666666,0.02702702702702703,259018.85135135136,0,1
UMKM-01573,50,41682512,3,3.0,2.0,336491.0,4.0,1,0,1,0,0,0,0,0,1,0.1,0.0392156862745098,817304.1568627451,0,1
UMKM-01575,61,42868484,19,4.6,0.0,376916.0,3.0,0,0,0,0,0,0,1,0,0,0.6333333333333333,0.0,691427.1612903225,0,1
UMKM-01577,113,34422146,0,3.2,0.0,51998.0,0.0,0,1,0,0,0,0,0,0,1,0.0,0.0,301948.649122807,0,0
UMKM-01579,51,47290673,25,3.0,0.0,215832.0,0.0,0,0,1,0,0,0,0,0,0,0.8333333333333334,0.0,909436.0192307692,0,1
UMKM-01581,92,41622998,9,4.8,0.0,303807.0,4.0,0,0,0,0,0,0,0,0,0,0.3,0.0,447559.1182795699,0,1
UMKM-01582,29,44515802,22,4.3,5.0,164100.0,2.0,0,0,0,0,0,0,0,0,1,0.7333333333333333,0.16666666666666666,1483860.0666666667,0,1
UMKM-01583,108,36472949,23,1.8,5.0,468305.0,1.0,0,0,0,0,0,0,0,0,1,0.7666666666666667,0.045871559633027525,334614.2110091743,0,1
UMKM-01584,119,15378121,12,2.3,0.0,284416.0,2.0,0,1,0,0,0,0,0,0,1,0.4,0.0,128151.00833333333,0,0
UMKM-01586,46,20607311,26,4.6,2.0,77737.0,0.0,0,0,0,0,0,1,0,0,0,0.8666666666666667,0.0425531914893617,438453.42553191487,0,1
UMKM-01587,79,4429985,30,3.1,30.0,246822.0,1.0,2,0,0,0,0,0,1,0,0,1.0,0.375,55374.8125,1,1
UMKM-01589,64,37368700,9,4.9,0.0,243854.0,0.0,2,1,0,0,0,1,0,0,0,0.3,0.0,574903.0769230769,0,0
UMKM-01590,31,26623125,30,3.4,5.0,239019.0,0.0,0,0,0,0,0,0,1,0,0,1.0,0.15625,831972.65625,0,1
UMKM-01592,45,46153141,9,3.0,0.0,479753.0,1.0,0,0,1,0,0,1,0,0,0,0.3,0.0,1003329.1521739131,0,1
UMKM-01595,15,20016881,13,4.4,5.0,144766.0,0.0,2,0,0,0,0,0,0,0,0,0.43333333333333335,0.3125,1251055.0625,0,1
UMKM-01599,117,11347578,16,1.5,0.0,321467.0,0.0,0,0,0,0,0,0,1,0,0,0.5333333333333333,0.0,96165.91525423729,0,1
UMKM-01600,55,48515328,20,4.6,0.0,296622.0,3.0,0,0,0,0,0,0,0,0,1,0.6666666666666666,0.0,866345.1428571428,0,1
UMKM-01601,48,15228944,31,3.0,0.0,255611.0,0.0,0,1,1,0,0,1,0,0,0,1.0333333333333334,0.0,310794.7755102041,0,0
UMKM-01602,34,11104587,2,3.0,0.0,490499.0,3.0,1,0,1,0,0,0,1,0,0,0.06666666666666667,0.0,317273.9142857143,0,1
UMKM-01603,20,4423604,14,2.5,2.0,349184.0,1.0,2,0,0,0,0,0,0,0,0,0.4666666666666667,0.09523809523809523,210647.80952380953,0,1
UMKM-01604,74,11897502,7,4.9,0.0,189750.0,0.0,0,0,0,0,0,1,0,0,0,0.23333333333333334,0.0,158633.36,0,1
UMKM-01605,86,36398780,31,4.4,2.0,195821.0,1.0,0,0,0,0,0,0,0,0,0,1.0333333333333334,0.022988505747126436,418376.7816091954,0,1
UMKM-01607,94,8100282,25,4.9,0.0,397172.0,0.0,0,1,0,0,0,0,0,0,1,0.8333333333333334,0.0,85266.12631578947,0,0
UMKM-01608,68,27575101,29,2.5,0.0,404878.0,0.0,0,0,0,0,0,0,0,0,1,0.9666666666666667,0.0,399639.14492753625,0,1
UMKM-01609,58,31543878,8,3.8,0.0,263259.0,0.0,0,0,0,0,0,1,0,0,0,0.26666666666666666,0.0,534642.0,0,1
UMKM-01610,37,32952342,31,3.9,5.0,403040.0,2.0,0,0,0,0,0,0,0,1,0,1.0333333333333334,0.13157894736842105,867166.8947368421,0,1
UMKM-01611,11,10181252,10,4.6,0.0,135793.0,2.0,0,0,0,0,0,0,1,0,0,0.3333333333333333,0.0,848437.6666666666,0,1
UMKM-01612,115,2539152,21,3.0,0.0,388843.0,3.0,0,0,1,0,0,1,0,0,0,0.7,0.0,21889.241379310344,0,1
UMKM-01615,1,10350351,17,2.6,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0.5666666666666667,0.0,5175175.5,0,0
UMKM-01616,38,34272020,18,3.1,0.0,208989.0,1.0,0,0,0,0,0,1,0,0,0,0.6,0.0,878769.7435897436,0,1
UMKM-01617,47,23768449,17,3.2,15.0,241487.0,3.0,2,0,0,0,0,0,0,0,0,0.5666666666666667,0.3125,495176.0208333333,1,1
UMKM-01619,102,39283556,17,2.9,0.0,172297.0,0.0,1,0,0,0,1,0,0,0,1,0.5666666666666667,0.0,381393.7475728155,0,1
UMKM-01620,73,18812556,11,1.8,0.0,295040.0,2.0,2,0,0,0,0,0,0,1,0,0.36666666666666664,0.0,254223.72972972973,0,1
UMKM-01621,28,12750687,3,3.4,2.0,276549.0,2.0,2,0,0,0,0,0,0,0,1,0.1,0.06896551724137931,439678.8620689655,0,1
UMKM-01623,103,34657453,26,2.7,15.0,268178.0,2.0,2,0,0,0,0,1,0,0,0,0.8666666666666667,0.14423076923076922,333244.7403846154,1,1
UMKM-01624,62,24858375,4,3.0,2.0,197732.0,0.0,2,0,1,0,1,0,0,0,1,0.13333333333333333,0.031746031746031744,394577.38095238095,0,1
UMKM-01625,72,9388817,5,1.2,0.0,301087.0,2.0,1,0,0,0,0,0,1,0,0,0.16666666666666666,0.0,128613.93150684932,0,1
UMKM-01626,72,9610679,12,3.4,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0.4,0.0,131653.13698630137,0,0
UMKM-01627,10,31518624,22,3.3,0.0,407925.0,1.0,0,0,0,0,0,0,0,1,0,0.7333333333333333,0.0,2865329.4545454546,0,1
UMKM-01629,90,48516748,24,1.9,2.0,167273.0,4.0,1,0,0,0,0,1,0,0,0,0.8,0.02197802197802198,533151.0769230769,0,1
UMKM-01630,13,6473024,3,4.6,2.0,499029.0,3.0,1,0,0,0,0,0,0,1,0,0.1,0.14285714285714285,462358.85714285716,0,1
UMKM-01633,44,1216194,14,2.7,0.0,306133.0,3.0,1,0,0,0,0,0,1,0,0,0.4666666666666667,0.0,27026.533333333333,0,1
UMKM-01634,119,3454082,25,4.6,0.0,278776.0,0.0,0,0,0,0,0,1,0,0,0,0.8333333333333334,0.0,28784.016666666666,0,1
UMKM-01636,95,24742626,10,4.4,2.0,117249.0,0.0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.020833333333333332,257735.6875,0,1
UMKM-01637,6,38151758,8,2.2,0.0,190312.0,2.0,1,0,0,0,0,0,0,0,1,0.26666666666666666,0.0,5450251.142857143,0,1
UMKM-01638,64,23534338,10,3.1,0.0,223615.0,0.0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,362066.73846153845,0,1
UMKM-01639,16,11584422,1,3.0,0.0,348263.0,2.0,2,0,1,0,0,0,1,0,0,0.03333333333333333,0.0,681436.5882352941,0,1
UMKM-01641,99,41219109,26,3.0,0.0,473254.0,0.0,0,0,1,0,0,1,0,0,0,0.8666666666666667,0.0,412191.09,0,1
UMKM-01642,78,2034023,25,3.0,0.0,325244.0,0.0,0,0,1,0,0,0,1,0,0,0.8333333333333334,0.0,25747.12658227848,0,1
UMKM-01644,48,31156188,20,2.9,2.0,416663.0,0.0,0,0,0,0,0,1,0,0,0,0.6666666666666666,0.04081632653061224,635840.5714285715,0,1
UMKM-01645,105,43336585,20,1.9,5.0,98121.0,1.0,1,0,0,0,0,0,0,0,1,0.6666666666666666,0.04716981132075472,408835.7075471698,0,1
UMKM-01646,111,18077979,7,2.7,0.0,321287.0,1.0,0,0,0,0,0,0,1,0,0,0.23333333333333334,0.0,161410.5267857143,0,1
UMKM-01647,52,27221432,0,4.4,0.0,371520.0,0.0,0,1,0,0,0,0,0,0,1,0.0,0.0,513611.92452830187,0,0
UMKM-01649,77,29611730,12,2.0,0.0,418672.0,1.0,1,1,0,0,0,0,0,0,1,0.4,0.0,379637.5641025641,0,0
UMKM-01650,12,33084226,8,4.9,30.0,132016.0,0.0,1,0,0,0,0,0,0,1,0,0.26666666666666666,2.3076923076923075,2544940.4615384615,1,1
UMKM-01651,0,19341674,27,4.6,2.0,180604.0,0.0,0,0,0,0,0,0,0,0,1,0.9,2.0,19341674.0,0,1
UMKM-01652,39,8919584,5,3.1,2.0,261817.0,2.0,0,0,0,0,0,0,0,1,0,0.16666666666666666,0.05,222989.6,0,1
UMKM-01653,91,27832808,22,3.1,0.0,390881.0,0.0,1,0,0,0,0,1,0,0,0,0.7333333333333333,0.0,302530.52173913043,0,1
UMKM-01655,17,36132018,16,3.5,2.0,442084.0,0.0,0,0,0,0,1,0,0,1,0,0.5333333333333333,0.1111111111111111,2007334.3333333333,0,1
UMKM-01656,20,5474220,8,3.1,2.0,142889.0,2.0,0,0,0,0,0,1,0,0,0,0.26666666666666666,0.09523809523809523,260677.14285714287,0,1
UMKM-01657,71,9736857,11,3.0,2.0,127006.0,0.0,0,0,1,0,0,0,0,0,1,0.36666666666666664,0.027777777777777776,135234.125,0,1
UMKM-01658,1,30795023,21,1.9,0.0,459771.0,1.0,2,0,0,0,0,0,1,0,0,0.7,0.0,15397511.5,0,1
UMKM-01659,73,1986275,11,4.5,2.0,497221.0,2.0,0,0,0,0,0,0,0,0,0,0.36666666666666664,0.02702702702702703,26841.554054054053,0,1
UMKM-01660,38,35964556,5,3.1,0.0,145133.0,2.0,0,0,0,0,0,1,0,0,0,0.16666666666666666,0.0,922168.1025641026,0,1
UMKM-01662,20,4394020,8,1.4,30.0,489551.0,0.0,1,0,0,0,0,1,0,0,0,0.26666666666666666,1.4285714285714286,209239.04761904763,1,1
UMKM-01664,73,18587802,2,2.7,5.0,376148.0,0.0,1,0,0,0,0,0,0,0,1,0.06666666666666667,0.06756756756756757,251186.51351351352,0,1
UMKM-01666,103,10817539,7,3.0,0.0,124469.0,0.0,1,1,1,0,0,0,1,0,0,0.23333333333333334,0.0,104014.79807692308,0,0
UMKM-01667,49,32380142,9,2.1,0.0,432263.0,0.0,0,0,0,0,0,0,0,0,1,0.3,0.0,647602.84,0,1
